Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[ancestry category]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[disease]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[biological replicate]	Assay Name	Comment[fraction identifier]	Comment[technical replicate]	Comment[file uri]	Comment[instrument]	Comment[MS2 analyzer type]	Comment[label]	Comment[cleavage agent details]	Comment[cleavage agent details]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[collision energy]	Comment[dissociation method]	Comment[precursor mass tolerance]	Comment[fragment mass tolerance]	Comment[data file]	factor value[time]	factor value[treatment]
Sample 136	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 324	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/GEF_2h_R3_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	GEF_2h_R3_IMAC_2.raw	2h	3 ¦Ìm gefitinib (EGFRi)
Sample 136	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 325	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/GEF_2h_R3_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	GEF_2h_R3_IMAC_3.raw	2h	3 ¦Ìm gefitinib (EGFRi)
Sample 137	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 326	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/GEF_48h_R3_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	GEF_48h_R3_IMAC_1.raw	48h	3 ¦Ìm gefitinib (EGFRi)
Sample 137	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 327	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/GEF_48h_R3_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	GEF_48h_R3_IMAC_2.raw	48h	3 ¦Ìm gefitinib (EGFRi)
Sample 137	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 328	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/GEF_48h_R3_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	GEF_48h_R3_IMAC_3.raw	48h	3 ¦Ìm gefitinib (EGFRi)
Sample 138	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 329	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/GEF_6h_R3_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	GEF_6h_R3_IMAC_1.raw	6h	3 ¦Ìm gefitinib (EGFRi)
Sample 138	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 330	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/GEF_6h_R3_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	GEF_6h_R3_IMAC_2.raw	6h	3 ¦Ìm gefitinib (EGFRi)
Sample 138	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 331	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/GEF_6h_R3_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	GEF_6h_R3_IMAC_3.raw	6h	3 ¦Ìm gefitinib (EGFRi)
Sample 139	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 332	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_PLX_24h_R3_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_PLX_24h_R3_IMAC_1.raw	24h	"3 ¦Ìm PLX4032 (BRAFi, BRAFi in PTPN11 KO)"
Sample 139	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 333	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_PLX_24h_R3_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_PLX_24h_R3_IMAC_2.raw	24h	"3 ¦Ìm PLX4032 (BRAFi, BRAFi in PTPN11 KO)"
Sample 139	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 334	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_PLX_24h_R3_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_PLX_24h_R3_IMAC_3.raw	24h	"3 ¦Ìm PLX4032 (BRAFi, BRAFi in PTPN11 KO)"
Sample 140	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 335	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_PLX_2h_R3_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_PLX_2h_R3_IMAC_1.raw	2h	"3 ¦Ìm PLX4032 (BRAFi, BRAFi in PTPN11 KO)"
Sample 140	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 336	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_PLX_2h_R3_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_PLX_2h_R3_IMAC_3.raw	2h	"3 ¦Ìm PLX4032 (BRAFi, BRAFi in PTPN11 KO)"
Sample 141	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 337	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_PLX_48h_R3_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_PLX_48h_R3_IMAC_1.raw	48h	"3 ¦Ìm PLX4032 (BRAFi, BRAFi in PTPN11 KO)"
Sample 141	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 338	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_PLX_48h_R3_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_PLX_48h_R3_IMAC_3.raw	48h	"3 ¦Ìm PLX4032 (BRAFi, BRAFi in PTPN11 KO)"
Sample 142	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 339	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_PLX_6h_R3_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_PLX_6h_R3_IMAC_1.raw	6h	"3 ¦Ìm PLX4032 (BRAFi, BRAFi in PTPN11 KO)"
Sample 142	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 340	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_PLX_6h_R3_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_PLX_6h_R3_IMAC_2.raw	6h	"3 ¦Ìm PLX4032 (BRAFi, BRAFi in PTPN11 KO)"
Sample 142	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 341	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_PLX_6h_R3_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_PLX_6h_R3_IMAC_3.raw	6h	"3 ¦Ìm PLX4032 (BRAFi, BRAFi in PTPN11 KO)"
Sample 143	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 342	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_0h_R3_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_0h_R3_IMAC_1.raw	0h	no drugs (WiDr PTPN11 KO control)
Sample 143	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 343	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_0h_R3_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_0h_R3_IMAC_3.raw	0h	no drugs (WiDr PTPN11 KO control)
Sample 144	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 344	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_24h_R3_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_24h_R3_IMAC_1.raw	24h	no drugs (WiDr PTPN11 KO control)
Sample 144	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 345	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_24h_R3_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_24h_R3_IMAC_2.raw	24h	no drugs (WiDr PTPN11 KO control)
Sample 145	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 346	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_2h_R3_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_2h_R3_IMAC_1.raw	2h	no drugs (WiDr PTPN11 KO control)
Sample 145	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 347	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_2h_R3_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_2h_R3_IMAC_2.raw	2h	no drugs (WiDr PTPN11 KO control)
Sample 145	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 348	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_2h_R3_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_2h_R3_IMAC_3.raw	2h	no drugs (WiDr PTPN11 KO control)
Sample 146	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 349	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_48h_R3_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_48h_R3_IMAC_1.raw	48h	no drugs (WiDr PTPN11 KO control)
Sample 146	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 350	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_48h_R3_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_48h_R3_IMAC_2.raw	48h	no drugs (WiDr PTPN11 KO control)
Sample 147	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 351	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_6h_R3_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_6h_R3_IMAC_1.raw	6h	no drugs (WiDr PTPN11 KO control)
Sample 147	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 352	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_6h_R3_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_6h_R3_IMAC_2.raw	6h	no drugs (WiDr PTPN11 KO control)
Sample 148	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 353	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_24h_R3_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_24h_R3_IMAC_1.raw	24h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 148	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 354	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_24h_R3_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_24h_R3_IMAC_3.raw	24h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 149	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	3	run 355	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_2h_R3_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_2h_R3_IMAC_1.raw	2h	3 ¦Ìm?PLX4032 (BRAFi)
